rel_type	rel_sense	conn_text	arg1_text	arg2_text
Implicit	Expansion.Level-of-detail.Arg2-as-detail	in particular	Ich mag ihn auch	
Implicit	Expansion.Level-of-detail.Arg2-as-detail	specifically	Die Welt ist im Wandel	Sie verändert sich wirklich tiefgreifend
Explicit	Expansion.Conjunction	Und	Sie verändert sich wirklich tiefgreifend	ich befürchte , dass Investoren einigen der größten Veränderungen nicht genügend Aufmerksamkeit schenken
Explicit	Expansion.Level-of-detail.Arg2-as-detail	Insbesondere wenn	dass Investoren einigen der größten Veränderungen nicht genügend Aufmerksamkeit schenken	es um Nachhaltigkeit geht
Implicit	Expansion.Level-of-detail.Arg2-as-detail	specifically	Insbesondere wenn es um Nachhaltigkeit geht	Mit Nachhaltigkeit meine ich die wirklich heißen Themen wie ökologische und soziale Fragen und grundlegende Unternehmensführung
Explicit	Contingency.Cause+Belief.Reason+Belief	denn	Es ist leichtsinnig , diese Dinge zu ignorieren	das kann künftige langfristige Renditen gefährden
Implicit	Expansion.Level-of-detail.Arg2-as-detail	in fact	Die ausgleichende Macht , die wirklich Einfluss auf Nachhaltigkeit hat , liegt bei institutionellen Investoren , den großen Investoren wie Pensionsfonds und Stiftungen	Ich glaube , dass nachhaltiges Investieren weniger kompliziert ist , als Sie denken , besser abschneidet , als Sie glauben , und wichtiger ist , als wir uns vorstellen können
Explicit	Expansion.Conjunction	und	besser abschneidet , als Sie glauben	wichtiger ist , als wir uns vorstellen können
Implicit	Expansion.Instantiation	specifically	Halten wir uns einige bekannte Tatsachen vor Augen	Die Bevölkerung wächst und altert ; es gibt 7 Milliarden Menschen auf der Erde , und am Ende des Jahrhunderts werden es 10 Milliarden sein
Explicit	Expansion.Conjunction	und	wächst	altert
Implicit	Expansion.Level-of-detail.Arg2-as-detail	specifically	Die Bevölkerung wächst und altert	es gibt 7 Milliarden Menschen auf der Erde
Explicit	Expansion.Conjunction	und	es gibt 7 Milliarden Menschen auf der Erde	am Ende des Jahrhunderts werden es 10 Milliarden sein
Explicit	Expansion.Conjunction	Und	Wir verbrauchen die natürlichen Ressourcen schneller , als sie sich regenerieren können	die Emissionen , die für den Klimawandel hauptverantwortlich sind , nehmen weiter zu
Explicit	Comparison.Concession.Arg2-as-denier	aber	Das sind ganz klar Umweltthemen und soziale Themen	das ist noch nicht alles
Explicit	Expansion.Conjunction	auch	Das sind ganz klar Umweltthemen und soziale Themen , aber das ist noch nicht alles	
Explicit	Contingency.Cause.Result	Und deshalb	Es sind auch Wirtschaftsthemen	sind sie für die Risiko- und Renditebewertung sehr wichtig
Implicit	Expansion.Conjunction	and	Und deshalb sind sie für die Risiko- und Renditebewertung sehr wichtig	Sie sind sehr komplex und scheinen schwer verständlich , sodass die Versuchung groß sein kann , genau das hier zu tun : den Kopf in den Sand zu stecken und nicht darüber nachzudenken
Implicit	Contingency.Cause.Result	as a result	Sie sind sehr komplex	und scheinen schwer verständlich
Explicit	Contingency.Cause.Result	sodass	Sie sind sehr komplex und scheinen schwer verständlich	die Versuchung groß sein kann , genau das hier zu tun
Explicit	Expansion.Conjunction	und	den Kopf in den Sand zu stecken	nicht darüber nachzudenken
Implicit	Comparison.Contrast	but	den Kopf in den Sand zu stecken und nicht darüber nachzudenken	Tun Sie das möglichst nicht
Implicit	Expansion.Level-of-detail.Arg2-as-detail	in other words	Tun Sie das möglichst nicht	Bitte zu Hause nicht nachmachen
Implicit	Expansion.Instantiation	for example	ich frage mich wirklich , ob die Anlagestrategien von heute für die Zwecke von morgen geeignet sind	Wir wissen , wenn Investoren sich ein Unternehmen anschauen und entscheiden , ob sie investieren , schauen sie sich Finanzdaten an
Explicit	Contingency.Condition.Arg2-as-cond	wenn	"schauen sie sich Finanzdaten an .
Metriken wie Umsatzwachstum , Cashflow , Marktanteil , Bewertung -- Sie wissen schon , die wirklich attraktiven Sachen"	Investoren sich ein Unternehmen anschauen und entscheiden , ob sie investieren
Explicit	Comparison.Concession.Arg2-as-denier	aber	Diese Dinge sind natürlich wichtig	sie sind nicht genug
Implicit	Contingency.Cause+Belief.Reason+Belief	because	sie sind nicht genug	Anleger sollten auch auf Leistungsmetriken wie ESG achten : Umwelt , Soziales und Unternehmensführung
Explicit	Expansion.Conjunction	auch	sie sind nicht genug	
Implicit	Expansion.Instantiation		Anleger sollten auch auf Leistungsmetriken wie ESG achten	Umwelt , Soziales und Unternehmensführung
Implicit	Expansion.Equivalence	in other words	""" Umwelt "" umfasst Energieverbrauch , Wassernutzung , Abfall und Umweltverschmutzung , kurz"	die effiziente Nutzung von Ressourcen
Implicit	Expansion.Conjunction	and	"Umwelt "" umfasst Energieverbrauch , Wassernutzung , Abfall und Umweltverschmutzung , kurz : die effiziente Nutzung von Ressourcen"	"Soziales "" beinhaltet Humankapital , Dinge wie Mitarbeiter-Engagement und Innovationsfähigkeit sowie Supply-Chain-Management und Arbeits- und Menschenrechte"
Implicit	Expansion.Conjunction	and	"Soziales "" beinhaltet Humankapital , Dinge wie Mitarbeiter-Engagement und Innovationsfähigkeit sowie Supply-Chain-Management und Arbeits- und Menschenrechte"	"Unternehmensführung "" bedeutet die Aufsicht über das Unternehmen durch den Vorstand und Investoren"
