rel_type	rel_sense	conn_text	arg1_text	arg2_text
Implicit	Expansion.Level-of-detail.Arg2-as-detail	yani	Dünya gerçekten birçok yönden değişiyor	endişem o ki yatırımcılar değişimin en büyük faktörlerinden bazılarına yeterince dikkat etmiyorlar, özellikle de iş sürdürülebilirliğe gelince
Implicit	Expansion.Conjunction	aslında	Sürdürülebilirlik derken anlatmak istediğim, çevresel ve sosyal sorunlar ve kurumsal yönetim gibi cazip konular	Bence bunları gözardı etmek kayıtsızlık olur, çünkü gözardı edilmesi ileriye dönük uzun vadeli kazançları riske atabilir
Explicit	Contingency.Cause.Reason	çünkü	Bence bunları gözardı etmek kayıtsızlık olur	gözardı edilmesi ileriye dönük uzun vadeli kazançları riske atabilir
Explicit	Expansion.Conjunction	Ve	Bence bunları gözardı etmek kayıtsızlık olur, çünkü gözardı edilmesi ileriye dönük uzun vadeli kazançları riske atabilir	sizi şaşırtabilecek bir şey: Sürdürülebilirliğe gerçekten etki edebilecek güç dengesi kurumsal yatırımcıların, emeklilik fonları, vakıflar ve bağış fonları gibi büyük yatırımcıların elinde
Implicit	Expansion.Level-of-detail.Arg2-as-detail	aslında	Sürdürülebilirliğe gerçekten etki edebilecek güç dengesi kurumsal yatırımcıların, emeklilik fonları, vakıflar ve bağış fonları gibi büyük yatırımcıların elinde	İnanıyorum ki, sürdürülebilir yatırım düşündüğünüzden daha az karmaşık, sandığınızdan çok daha iyi performansı var ve hayal edebileceğimizden çok daha önemli
Explicit	Expansion.Conjunction	ve	sandığınızdan çok daha iyi performansı var	hayal edebileceğimizden çok daha önemli
Implicit	Expansion.Conjunction	ayrıca	sürdürülebilir yatırım düşündüğünüzden daha az karmaşık, sandığınızdan çok daha iyi performansı var	ve hayal edebileceğimizden çok daha önemli
Implicit	Expansion.Level-of-detail.Arg2-as-detail	aslında	Halihazırda bildiklerimizi tekrar hatırlatayım	Hem büyüyen, hem de yaşlanan bir nüfusumuz var
Explicit	Expansion.Conjunction	hem de	Hem büyüyen	yaşlanan
Implicit	Expansion.Level-of-detail.Arg1-as-detail	şöyle ki	Hem büyüyen, hem de yaşlanan bir nüfusumuz var	bugün yedi milyar ruha sahibiz, bu yüzyılın sonuna kadar on milyara doğru gidecek
Implicit	Expansion.Conjunction	ayrıca	bugün yedi milyar ruha sahibiz, bu yüzyılın sonuna kadar on milyara doğru gidecek	doğal kaynakları yenilenebileceğinden daha hızlı şekilde tüketiyoruz
Explicit	Expansion.Conjunction	ve de	doğal kaynakları yenilenebileceğinden daha hızlı şekilde tüketiyoruz	iklimsel degişikliklerin esas sorumlusu olan gaz emisyonları artmaya devam etmekte.
Implicit	Expansion.Level-of-detail.Arg2-as-detail	özetle	Hem büyüyen, hem de yaşlanan bir nüfusumuz var; bugün yedi milyar ruha sahibiz, bu yüzyılın sonuna kadar on milyara doğru gidecek; doğal kaynakları yenilenebileceğinden daha hızlı şekilde tüketiyoruz ve de iklimsel degişikliklerin esas sorumlusu olan gaz emisyonları artmaya devam etmekte	Bunlar belli ki çevresel ve sosyal sorunlar
Explicit	Comparison.Concession	ama	Bunlar belli ki çevresel ve sosyal sorunlar	hepsi bununla kalmıyor
Implicit	Expansion.Conjunction	ayrıca	hepsi bununla kalmıyor	Bunlar ekonomik sorunlar ve bu da bu sorunları risk ve kazanç ile ilgili hâle getiriyor
Explicit	Expansion.Conjunction	ve	Bunlar ekonomik sorunlar	bu da bu sorunları risk ve kazanç ile ilgili hâle getiriyor
Implicit	Contingency.Cause.Result	dolayısıyla	Bunlar ekonomik sorunlar	ve bu da bu sorunları risk ve kazanç ile ilgili hâle getiriyor
Implicit	Expansion.Conjunction	ve	bu da bu sorunları risk ve kazanç ile ilgili hâle getiriyor	Gerçekten de karmaşık ve uzak görünebilirler, ki bu da şunu yapmamızı cazip kılabilir: Kafamızı kuma gömüp, bunun hakkında düşünmemek
Explicit	Contingency.Cause.Result	ki	karmaşık ve uzak görünebilirler	bu da şunu yapmamızı cazip kılabilir: Kafamızı kuma gömüp, bunun hakkında düşünmemek
Explicit	Expansion.Conjunction	gömüp	bunun hakkında düşünmemek	Kafamızı kuma gömüp
Explicit	Contingency.Condition.Arg2-as-cond	Yapabilirseniz	buna karşı koyun	Yapabilirseniz
Implicit	Comparison.Contrast	ama	Kafamızı kuma gömüp, bunun hakkında düşünmemek	Yapabilirseniz, buna karşı koyun
Implicit	Expansion.Level-of-detail.Arg2-as-detail	bir başka deyişle	buna karşı koyun	Bunu evde denemeyin
Implicit	Expansion.Instantiation	söz gelimi	bu beni bugünkü yatırım kurallarının yarınki amaca uygun olup olmadığı konusunda meraklandırıyor	Biliyoruz ki yatırımcılar bir şirkete bakıp yatırıma uygun olup olmadığına karar verirken finansal verilere bakıyorlar; satışların büyümesi, nakit akışı, pazar payı değerleme gibi metrikler -bilirsiniz, gerçekten seksi şeyler
Explicit	Expansion.Conjunction	bakıp	yatırıma uygun olup olmadığına karar verirken	yatırımcılar bir şirkete
Explicit	Temporal.Synchronous	verirken	finansal verilere bakıyorlar; satışların büyümesi, nakit akışı, pazar payı değerleme gibi metrikler -bilirsiniz, gerçekten seksi şeyler	bir şirkete bakıp yatırıma uygun olup olmadığına karar verirken
Explicit	Expansion.Conjunction	Ve	yatırımcılar bir şirkete bakıp yatırıma uygun olup olmadığına karar verirken finansal verilere bakıyorlar; satışların büyümesi, nakit akışı, pazar payı değerleme gibi metrikler -bilirsiniz, gerçekten seksi şeyler	tabii ki bunların tümü gerekli, ama yeterli değiller
Explicit	Comparison.Concession.Arg2-as-denier	ama	tümü gerekli	yeterli değiller
Implicit	Contingency.Cause.Reason	çünkü	yeterli değiller	Yatırımcılar ÇSY diye adlandırdığımız üç faktörün performans metriklerine de bakmalılar: Çevre, sosyal ve yönetim
Explicit	Expansion.Conjunction	de	yeterli değiller	
Explicit	Expansion.Equivalence	yani	Çevre; enerji tüketimini, su bulunabilirliğini, atık ve kirliliği içeriyor	kaynakların etkin kullanımını sağlamakla ilgili
Implicit	Expansion.Conjunction	ve	Çevre; enerji tüketimini, su bulunabilirliğini, atık ve kirliliği içeriyor, yani kaynakların etkin kullanımını sağlamakla ilgili	Toplum; insan sermayesini, çalışan katılımı ve yenilik yapma kapasitesi gibi şeyleri ve aynı zamanda tedarik zinciri yönetimi, işçi hakları ve insan haklarını içeriyor
Explicit	Expansion.Conjunction	ise	Toplum; insan sermayesini, çalışan katılımı ve yenilik yapma kapasitesi gibi şeyleri ve aynı zamanda tedarik zinciri yönetimi, işçi hakları ve insan haklarını içeriyor	
AltLex	Contingency.Cause+SpeechAct.Result+SpeechAct	İşte	Çevre; enerji tüketimini, su bulunabilirliğini, atık ve kirliliği içeriyor, yani kaynakların etkin kullanımını sağlamakla ilgili. Toplum; insan sermayesini, çalışan katılımı ve yenilik yapma kapasitesi gibi şeyleri ve aynı zamanda tedarik zinciri yönetimi, işçi hakları ve insan haklarını içeriyor. Yönetim ise şirketlerin yönetim kurulları ve yatırımcıları tarafından gözetimde olmasıyla ilgili	size bunların cazip şeyler olduğunu söylemiştim
Explicit	Comparison.Concession.Arg2-as-denier	Ama	size bunların cazip şeyler olduğunu söylemiştim	ÇSY sürdürülebilirliğin ölçüsüdür ve sürdürülebilir yatırım ÇSY faktörlerini finansal faktörlerle birlikte yatırım sürecine dahil eder
Explicit	Expansion.Conjunction	ve	ÇSY sürdürülebilirliğin ölçüsüdür	sürdürülebilir yatırım ÇSY faktörlerini finansal faktörlerle birlikte yatırım sürecine dahil eder
Implicit	Expansion.Level-of-detail.Arg2-as-detail	aynı zamanda	Ama ÇSY sürdürülebilirliğin ölçüsüdür	ve sürdürülebilir yatırım ÇSY faktörlerini finansal faktörlerle birlikte yatırım sürecine dahil eder
AltLex	Expansion.Equivalence	anlamına gelir	sürdürülebilir yatırım ÇSY faktörlerini finansal faktörlerle birlikte yatırım sürecine dahil eder	Bu, insanlara ve gezegene olan zararın minimize edilerek gelecekteki riskin sınırlanması anlamına gelir
Explicit	Expansion.Manner.Arg2-as-manner	edilerek	gelecekteki riskin sınırlanması anlamına gelir	insanlara ve gezegene olan zararın minimize edilerek
Explicit	Expansion.Conjunction	ve de	insanlara ve gezegene olan zararın minimize edilerek gelecekteki riskin sınırlanması anlamına gelir	üretken ve sürdürülebilir sonuçlar elde eden kullanıcılara sermaye sağlanması anlamına gelir
Implicit	Expansion.Level-of-detail.Arg2-as-detail	aynı zamanda	Bu, insanlara ve gezegene olan zararın minimize edilerek gelecekteki riskin sınırlanması anlamına gelir	ve de üretken ve sürdürülebilir sonuçlar elde eden kullanıcılara sermaye sağlanması anlamına gelir
