rel_type	rel_sense	conn_text	arg1_text	arg2_text
Explicit	Expansion.Conjunction	and	The world is changing in some really profound ways	I worry that investors aren't paying enough attention to some of the biggest drivers of change, especially when it comes to sustainability
Explicit	Expansion.Level-of-detail.Arg2-as-detail	especially when	that investors aren't paying enough attention to some of the biggest drivers of change	it comes to sustainability
Implicit	Expansion.Level-of-detail.Arg2-as-detail	in fact	And by sustainability, I mean the really juicy things, like environmental and social issues and corporate governance	I think it's reckless to ignore these things, because doing so can jeopardize future long-term returns
Explicit	Contingency.Cause+Belief.Reason+Belief	because	it's reckless to ignore these things	doing so can jeopardize future long-term returns
Explicit	Expansion.Conjunction	And	I think it's reckless to ignore these things, because doing so can jeopardize future long-term returns	here's something that may surprise you: the balance of power to really influence sustainability rests with institutional investors, the large investors like pension funds, foundations and endowments
Implicit	Expansion.Level-of-detail.Arg2-as-detail	in fact	the balance of power to really influence sustainability rests with institutional investors, the large investors like pension funds, foundations and endowments	I believe that sustainable investing is less complicated than you think, better-performing than you believe, and more important than we can imagine
Explicit	Expansion.Conjunction	and	better-performing than you believe	more important than we can imagine
Implicit	Expansion.Level-of-detail.Arg2-as-detail	that is	Let me remind you what we already know	We have a population that's both growing and aging
Explicit	Expansion.Conjunction	and	growing	aging
Implicit	Expansion.Level-of-detail.Arg2-as-detail	specifically	We have a population that's both growing and aging	we have seven billion souls today heading to 10 billion at the end of the century
Implicit	Expansion.Conjunction	and	we have seven billion souls today heading to 10 billion at the end of the century	we consume natural resources faster than they can be replenished
Explicit	Expansion.Conjunction	and	we consume natural resources faster than they can be replenished	the emissions that are mainly responsible for climate change just keep increasing
Explicit	Expansion.Level-of-detail.Arg2-as-detail	clearly	We have a population that's both growing and aging; we have seven billion souls today heading to 10 billion at the end of the century; we consume natural resources faster than they can be replenished; and the emissions that are mainly responsible for climate change just keep increasing	these are environmental and social issues, but that's not all
Explicit	Comparison.Concession.Arg2-as-denier	but	these are environmental and social issues	that's not all
Implicit	Expansion.Level-of-detail.Arg2-as-detail	additionally	that's not all	They're economic issues, and that makes them relevant to risk and return
Explicit	Expansion.Conjunction	and	They're economic issues	that makes them relevant to risk and return
Implicit	Contingency.Cause.Result	as a result	They're economic issues	and that makes them relevant to risk and return
Explicit	Expansion.Conjunction	And	that makes them relevant to risk and return	they are really complex and they can seem really far off, that the temptation may be to do this: bury our heads in the sand and not think about it
Explicit	Expansion.Conjunction	and	they are really complex	they can seem really far off
Implicit	Contingency.Cause.Result	consequently	they are really complex	and they can seem really far off
Implicit	Contingency.Cause.Result	so	they are really complex and they can seem really far off	that the temptation may be to do this
Explicit	Expansion.Conjunction	and	bury our heads in the sand	not think about it
Implicit	Comparison.Contrast	but	bury our heads in the sand and not think about it	Resist this, if you can
Explicit	Contingency.Condition.Arg2-as-cond	if	Resist this	you can
Implicit	Expansion.Level-of-detail.Arg2-as-detail	in other words	Resist this	Don't do this at home
Explicit	Expansion.Level-of-detail.Arg2-as-detail	But	the temptation may be to do this: bury our heads in the sand and not think about it	it makes me wonder if the investment rules of today are fit for purpose tomorrow
Explicit	Expansion.Level-of-detail.Arg2-as-detail	if	it makes me wonder	the investment rules of today are fit for purpose tomorrow
Implicit	Expansion.Instantiation	for example	it makes me wonder if the investment rules of today are fit for purpose tomorrow	We know that investors, when they look at a company and decide whether to invest, they look at financial data, metrics like sales growth, cash flow, market share, valuation -- you know, the really sexy stuff
Explicit	Temporal.Synchronous	when	they look at financial data, metrics like sales growth, cash flow, market share, valuation -- you know, the really sexy stuff	they look at a company and decide whether to invest
Explicit	Expansion.Conjunction	And	they look at financial data, metrics like sales growth, cash flow, market share, valuation -- you know, the really sexy stuff	these things are fundamental, of course, but they're not enough
Explicit	Comparison.Concession.Arg2-as-denier	but	these things are fundamental	they're not enough
Implicit	Contingency.Cause+Belief.Reason+Belief	because	they're not enough	Investors should also look at performance metrics in what we call ESG: environment, social and governance
Explicit	Expansion.Conjunction	also	they're not enough	
Implicit	Expansion.Conjunction	and	Environment includes energy consumption, water availability, waste and pollution, just making efficient uses of resources	Social includes human capital, things like employee engagement and innovation capacity, as well as supply chain management and labor rights and human rights
Explicit	Expansion.Conjunction	And	Social includes human capital, things like employee engagement and innovation capacity, as well as supply chain management and labor rights and human rights	governance relates to the oversight of companies by their boards and investors
AltLex	Contingency.Cause+SpeechAct.Result+SpeechAct	See	Environment includes energy consumption, water availability, waste and pollution, just making efficient uses of resources. Social includes human capital, things like employee engagement and innovation capacity, as well as supply chain management and labor rights and human rights. And governance relates to the oversight of companies by their boards and investors	I told you this is the really juicy stuff
Explicit	Comparison.Concession.Arg2-as-denier	But	this is the really juicy stuff	ESG is the measure of sustainability, and sustainable investing incorporates ESG factors with financial factors into the investment process
Explicit	Expansion.Conjunction	and	ESG is the measure of sustainability	sustainable investing incorporates ESG factors with financial factors into the investment process
AltLex	Expansion.Equivalence	It means	sustainable investing incorporates ESG factors with financial factors into the investment process	limiting future risk by minimizing harm to people and planet, and it means providing capital to users who deploy it towards productive and sustainable outcomes
Explicit	Expansion.Manner.Arg2-as-manner	by	It means limiting future risk	minimizing harm to people and planet
Explicit	Expansion.Conjunction	and	It means limiting future risk by minimizing harm to people and planet	it means providing capital to users who deploy it towards productive and sustainable outcomes
Explicit	Contingency.Cause+SpeechAct.Result+SpeechAct	So	It means limiting future risk by minimizing harm to people and planet, and it means providing capital to users who deploy it towards productive and sustainable outcomes	if sustainability matters financially today, and all signs indicate more tomorrow, is the private sector paying attention
Explicit	Contingency.Condition+SpeechAct	if	is the private sector paying attention	sustainability matters financially today, and all signs indicate more tomorrow
Explicit	Expansion.Conjunction	and	if sustainability matters financially today	all signs indicate more tomorrow
Implicit	Expansion.Level-of-detail.Arg2-as-detail	specifically	that most CEOs are	They started to see sustainability not just as important but crucial to business success
Explicit	Comparison.Concession.Arg2-as-denier	but	important	crucial to business success
Implicit	Expansion.Level-of-detail.Arg2-as-detail	in fact	They started to see sustainability not just as important but crucial to business success	About 80 percent of global CEOs see sustainability as the root to growth in innovation and leading to competitive advantage in their industries
Explicit	Expansion.Manner.Arg2-as-manner	as	About 80 percent of global CEOs see sustainability	the root to growth in innovation and leading to competitive advantage in their industries
Explicit	Expansion.Conjunction	and	the root to growth in innovation	leading to competitive advantage in their industries
Explicit	Comparison.Contrast	But	About 80 percent of global CEOs see sustainability as the root to growth in innovation and leading to competitive advantage in their industries	93 percent see ESG as the future, or as important to the future of their business
Explicit	Expansion.Disjunction	or	as the future	as important to the future of their business
Explicit	Contingency.Cause+SpeechAct.Result+SpeechAct	So	About 80 percent of global CEOs see sustainability as the root to growth in innovation and leading to competitive advantage in their industries. But 93 percent see ESG as the future, or as important to the future of their business	the views of CEOs are clear
Implicit	Expansion.Equivalence	in sum	the views of CEOs are clear	There's tremendous opportunity in sustainability
Explicit	Contingency.Cause+SpeechAct.Result+SpeechAct	So	There's tremendous opportunity in sustainability	how are companies actually leveraging ESG to drive hard business results
AltLex	Expansion.Manner.Arg2-as-manner	how	One example is near and dear to our hearts. In 2012, State Street migrated 54 applications to the cloud environment, and we retired another 85. We virtualized our operating system environments, and we completed numerous automation projects. Now these initiatives create a more mobile workplace, and they reduce our real estate footprint, and they yield savings of 23 million dollars in operating costs annually	how are companies actually leveraging ESG to drive hard business results
AltLex	Expansion.Instantiation	One example is near and dear to our hearts	how are companies actually leveraging ESG to drive hard business results	In 2012, State Street migrated 54 applications to the cloud environment, and we retired another 85. We virtualized our operating system environments, and we completed numerous automation projects. Now these initiatives create a more mobile workplace, and they reduce our real estate footprint, and they yield savings of 23 million dollars in operating costs annually, and avoid the emissions of a 100,000 metric tons of carbon. That's the equivalent of taking 21,000 cars off the road. So awesome, right
Explicit	Expansion.Conjunction	and	State Street migrated 54 applications to the cloud environment	we retired another 85
Implicit	Expansion.Conjunction	and	In 2012, State Street migrated 54 applications to the cloud environment, and we retired another 85	We virtualized our operating system environments, and we completed numerous automation projects
Explicit	Expansion.Conjunction	and	We virtualized our operating system environments	we completed numerous automation projects
AltLex	Contingency.Cause.Result	Now	In 2012, State Street migrated 54 applications to the cloud environment, and we retired another 85. We virtualized our operating system environments, and we completed numerous automation projects	these initiatives create a more mobile workplace, and they reduce our real estate footprint, and they yield savings of 23 million dollars in operating costs annually, and avoid the emissions of a 100,000 metric tons of carbon
Explicit	Expansion.Conjunction	and	these initiatives create a more mobile workplace	they reduce our real estate footprint
Implicit	Contingency.Cause.Result	consequently	these initiatives create a more mobile workplace	and they reduce our real estate footprint
Explicit	Expansion.Conjunction	and	they reduce our real estate footprint	they yield savings of 23 million dollars in operating costs annually
Implicit	Contingency.Cause.Result	so	they reduce our real estate footprint	and they yield savings of 23 million dollars in operating costs annually
Explicit	Expansion.Conjunction	and	they yield savings of 23 million dollars in operating costs annually	avoid the emissions of a 100,000 metric tons of carbon
AltLex	Expansion.Equivalence	That's the equivalent of	avoid the emissions of a 100,000 metric tons of carbon	taking 21,000 cars off the road
Explicit	Contingency.Cause+SpeechAct.Result+SpeechAct	So	That's the equivalent of taking 21,000 cars off the road	awesome, right
Explicit	Expansion.Conjunction	and	Pentair is a U.S. industrial conglomerate	about a decade ago, they sold their core power tools business and reinvested those proceeds in a water business
AltLex	Temporal.Asynchronous.Succession	about a decade ago	Pentair is a U.S. industrial conglomerate	
Explicit	Expansion.Conjunction	and	they sold their core power tools business	reinvested those proceeds in a water business
Implicit	Temporal.Asynchronous.Precedence	then	they sold their core power tools business	and reinvested those proceeds in a water business
Implicit	Comparison.Concession.Arg2-as-denier	but	about a decade ago, they sold their core power tools business and reinvested those proceeds in a water business	That's a really big bet
AltLex	Hypophora	Why	"there's more growth in water than in power tools, and this company has their sights set on what they call ""the new New World"	Why did they do that
Implicit	Contingency.Cause.Reason	because	Why did they do that	"there's more growth in water than in power tools, and this company has their sights set on what they call ""the new New World"
Explicit	Expansion.Conjunction	and	there's more growth in water than in power tools	"this company has their sights set on what they call ""the new New World"
Implicit	Comparison.Concession.Arg2-as-denier	but	you may be asking yourself, are these just isolated cases	I mean, come on, really
AltLex	Hypophora	Do	The answer that may surprise you is yes	Do companies that take sustainability into account really do well financially
Implicit	Expansion.Level-of-detail.Arg2-as-detail	in fact	The answer that may surprise you is yes	The data shows that stocks with better ESG performance perform just as well as others
Explicit	Comparison.Contrast	And	In blue, we see the MSCI World. It's an index of large companies from developed markets across the world	in gold, we see a subset of companies rated as having the best ESG performance
Implicit	Expansion.Level-of-detail.Arg1-as-detail	in short	In blue, we see the MSCI World. It's an index of large companies from developed markets across the world. And in gold, we see a subset of companies rated as having the best ESG performance	Over three plus years, no performance tradeoff
Explicit	Contingency.Cause+SpeechAct.Result+SpeechAct	So	Over three plus years, no performance tradeoff	that's okay, right
Implicit	Comparison.Concession.Arg2-as-denier	but	that's okay, right	We want more
Implicit	Expansion.Conjunction	furthermore	We want more	I want more
Implicit	Expansion.Instantiation	for instance	In some cases, there may be outperformance from ESG	In blue, we see the performance of the 500 largest global companies, and in gold, we see a subset of companies with best practice in climate change strategy and risk management
Explicit	Comparison.Contrast	and	In blue, we see the performance of the 500 largest global companies	in gold, we see a subset of companies with best practice in climate change strategy and risk management
Implicit	Expansion.Level-of-detail.Arg2-as-detail	clearly	In blue, we see the performance of the 500 largest global companies, and in gold, we see a subset of companies with best practice in climate change strategy and risk management	over almost eight years, they've outperformed by about two thirds
Implicit	Expansion.Substitution.Arg1-as-subst	rather	this is correlation	It's not causation
Explicit	Comparison.Concession.Arg2-as-denier	But	It's not causation	it does illustrate that environmental leadership is compatible with good returns
Explicit	Contingency.Condition+SpeechAct	if	wouldn't this be the norm	the returns are the same or better and the planet benefits
Explicit	Expansion.Conjunction	and	the returns are the same or better	the planet benefits
Implicit	Expansion.Conjunction	furthermore	So if the returns are the same or better and the planet benefits, wouldn't this be the norm	Are investors, particularly institutional investors, engaged
AltLex	Hypophora	Are	some are, and a few are really at the vanguard	Are investors, particularly institutional investors, engaged
Explicit	Expansion.Conjunction	and	some are	a few are really at the vanguard
Implicit	Expansion.Instantiation	for instance	a few are really at the vanguard	Hesta. Hesta is a retirement fund for health and community services employees in Australia, with assets of 22 billion [dollars
Implicit	Expansion.Conjunction	and	Hesta is a retirement fund for health and community services employees in Australia, with assets of 22 billion [dollars	They believe that ESG has the potential to impact risks and returns
Explicit	Expansion.Conjunction	and	to impact risks	returns
Explicit	Contingency.Cause.Result	so	They believe that ESG has the potential to impact risks and returns	incorporating it into the investment process is core to their duty to act in the best interest of fund members, core to their duty
Implicit	Contingency.Cause+SpeechAct.Result+SpeechAct	so	They believe that ESG has the potential to impact risks and returns, so incorporating it into the investment process is core to their duty to act in the best interest of fund members, core to their duty	You gotta love the Aussies, right
Explicit	Expansion.Conjunction	and	CalPERS is the pension fund for public employees in California	with assets of 244 billion [dollars], they are the second largest in the U.S. and the sixth largest in the world
Implicit	Expansion.Level-of-detail.Arg2-as-detail	and	they are the second largest in the U.S. and the sixth largest in the world	they're moving toward 100 percent sustainable investment by systematically integrated ESG across the entire fund
Explicit	Expansion.Manner.Arg2-as-manner	by	they're moving toward 100 percent sustainable investment	systematically integrated ESG across the entire fund
Implicit	Contingency.Cause.Reason	because	they're moving toward 100 percent sustainable investment by systematically integrated ESG across the entire fund. Why	They believe it's critical to superior long-term returns, full stop
Implicit	Expansion.Level-of-detail.Arg2-as-detail	that is	They believe it's critical to superior long-term returns, full stop	long-term value creation requires the effective management of three forms of capital: financial, human, and physical
AltLex	Contingency.Cause+Belief.Result+Belief	This is why	long-term value creation requires the effective management of three forms of capital: financial, human, and physical	we are concerned with ESG
Implicit	Comparison.Concession.Arg2-as-denier	however	This is why we are concerned with ESG	I do speak to a lot of investors as part of my job, and not all of them see it this way
Explicit	Expansion.Conjunction	and	I do speak to a lot of investors as part of my job	not all of them see it this way
Implicit	Expansion.Substitution.Arg2-as-subst	instead	not all of them see it this way	"Often I hear, ""We are required to maximize returns, so we don't do that here,"" or, ""We don't want to use the portfolio to make policy statements"
Explicit	Contingency.Cause.Result	so	We are required to maximize returns	we don't do that here
Explicit	Expansion.Disjunction	or	We are required to maximize returns, so we don't do that here	We don't want to use the portfolio to make policy statements
Implicit	Comparison.Concession.Arg2-as-denier	however	"Often I hear, ""We are required to maximize returns, so we don't do that here,"" or, ""We don't want to use the portfolio to make policy statements"	"The one that just really gets under my skin is, ""If you want to do something about that, just make money, give the profits to charities"
Explicit	Contingency.Condition.Arg2-as-cond	If	just make money, give the profits to charities	you want to do something about that
Implicit	Expansion.Level-of-detail.Arg2-as-detail	that is	I mean, let me clarify something right here	Companies and investors are not singularly responsible for the fate of the planet
Implicit	Contingency.Cause.Reason	because	Companies and investors are not singularly responsible for the fate of the planet	They don't have indefinite social obligations, and prudent investing and finance theory aren't subordinate to sustainability. They're compatible
Explicit	Expansion.Conjunction	and	They don't have indefinite social obligations	prudent investing and finance theory aren't subordinate to sustainability
Implicit	Expansion.Substitution.Arg2-as-subst	rather	prudent investing and finance theory aren't subordinate to sustainability	They're compatible
Explicit	Contingency.Cause+Belief.Result+Belief	So	They're compatible	I'm not talking about tradeoffs here
Explicit	Comparison.Concession.Arg2-as-denier	But	They don't have indefinite social obligations, and prudent investing and finance theory aren't subordinate to sustainability. They're compatible. So I'm not talking about tradeoffs here	institutional investors are the x-factor in sustainability
Implicit	Contingency.Cause+SpeechAct.Result+SpeechAct	so	institutional investors are the x-factor in sustainability	Why do they hold the key
Implicit	Contingency.Cause.Reason	because	Why do they hold the key	they have the money. (Laughter) A lot of it. I mean, a really lot of it
AltLex	Expansion.Substitution.Arg2-as-subst	I mean	A lot of it	a really lot of it
Implicit	Expansion.Instantiation	for instance	a really lot of it	The global stock market is worth 55 trillion dollars
Implicit	Expansion.Conjunction	and	The global stock market is worth 55 trillion dollars	The global bond market, 78 trillion
Implicit	Contingency.Cause.Result	in sum	The global stock market is worth 55 trillion dollars. The global bond market, 78 trillion	That's 133 trillion combined
Implicit	Comparison.Similarity	by comparison	That's 133 trillion combined	That's eight and a half times the GDP of the U.S
Implicit	Expansion.Equivalence	in other words	That's eight and a half times the GDP of the U.S	That's the world's largest economy
Implicit	Expansion.Equivalence	in other words	That's the world's largest economy	That's some serious freaking firepower
Explicit	Contingency.Condition.Arg2-as-cond	if	we can reconsider some of these pressing challenges, like fresh water, clean air, feeding 10 billion mouths	institutional investors integrated ESG into investment
Implicit	Comparison.Concession.Arg2-as-denier	but	So we can reconsider some of these pressing challenges, like fresh water, clean air, feeding 10 billion mouths, if institutional investors integrated ESG into investment	What if they used that firepower to allocate more of their capital to companies working the hardest at solving these challenges or at least not exacerbating them
Explicit	Expansion.Level-of-detail.Arg2-as-detail	at	working the hardest	solving these challenges or at least not exacerbating them
Explicit	Expansion.Disjunction	or	solving these challenges	at least not exacerbating them
Implicit	Expansion.Conjunction	and	What if they used that firepower to allocate more of their capital to companies working the hardest at solving these challenges or at least not exacerbating them	What if we work and save and invest, only to find that the world we retire into is more stressed and less secure than it is now
AltLex	Contingency.Condition.Arg2-as-cond	What if	only to find that the world we retire into is more stressed and less secure than it is now	we work and save and invest
