rel_type	rel_sense	conn_text	arg1_text	arg2_text
Implicit	Expansion.Level-of-detail.Arg2-as-detail	e	O mundo está a mudar de formas muito profundas	Preocupa -me que os investidores não estejam a prestar suficiente atenção a algumas de_ as principais forças de mudança , especialmente no que se refere à sustentabilidade
Explicit	Expansion.Level-of-detail.Arg2-as-detail	especialmente	que os investidores não estejam a prestar suficiente atenção a algumas de_ as principais forças de mudança	no que se refere à sustentabilidade
Implicit	Expansion.Level-of-detail.Arg2-as-detail	de facto	Por sustentabilidade , quero dizer as coisas que realmente interessam , tais como questões ambientais e sociais e a liderança de_ as corporações	Eu acho uma imprudência ignorar estas coisas , porque , a_ o fazê# -lo , podemos comprometer retornos a longo prazo no futuro
Explicit	Contingency.Cause+Belief.Reason+Belief	porque	Eu acho uma imprudência ignorar estas coisas	a_ o fazê# -lo , podemos comprometer retornos a longo prazo no futuro
Explicit	Contingency.Condition.Arg2-as-cond	a_ o	podemos comprometer retornos a longo prazo no futuro	fazê# -lo
Implicit	Expansion.Conjunction	e	Eu acho uma imprudência ignorar estas coisas , porque , a_ o fazê# -lo , podemos comprometer retornos a longo prazo no futuro	Esta é uma coisa que vos pode surpreender : o equilíbrio de_ o poder para influenciar a sustentabilidade está nas mãos de_ os investidores institucionais , os grandes investidores tais como os fundos de pensão , as fundações e as dotações
Implicit	Expansion.Level-of-detail.Arg2-as-detail	de facto	Esta é uma coisa que vos pode surpreender : o equilíbrio de_ o poder para influenciar a sustentabilidade está nas mãos de_ os investidores institucionais , os grandes investidores tais como os fundos de pensão , as fundações e as dotações	Acredito que um investimento sustentável é menos complicado de_ o que vocês pensam , com melhor desempenho de_ o que julgam e , mais importante ainda , de_ o que podemos imaginar
Implicit	Expansion.Level-of-detail.Arg2-as-detail	assim	Lembro -vos o que já sabemos	Temos uma população que está a crescer e a envelhecer
Explicit	Expansion.Conjunction	e	a crescer	a envelhecer
Implicit	Expansion.Level-of-detail.Arg2-as-detail	especificamente	Temos uma população que está a crescer e a envelhecer	temos hoje sete mil milhões de almas a caminho de_ os 10 mil milhões até a_ o final de_ o século
Implicit	Expansion.Conjunction	além disso	temos hoje sete mil milhões de almas a caminho de_ os 10 mil milhões até a_ o final de_ o século	consumimos recursos naturais mais depressa de_ o que eles podem ser repostos
Explicit	Expansion.Conjunction	e	consumimos recursos naturais mais depressa de_ o que eles podem ser repostos	as emissões , que são as principais responsáveis pela alteração climática , continuam a aumentar
Implicit	Expansion.Level-of-detail.Arg1-as-detail	isto é	Temos uma população que está a crescer e a envelhecer ; temos hoje sete mil milhões de almas a caminho de_ os 10 mil milhões até a_ o final de_ o século ; consumimos recursos naturais mais depressa de_ o que eles podem ser repostos ; e as emissões , que são as principais responsáveis pela alteração climática , continuam a aumentar	estas são questões ambientais e sociais , mas isto não é tudo
Explicit	Comparison.Concession.Arg2-as-denier	mas	estas são questões ambientais e sociais ,	isto não é tudo
Implicit	Expansion.Level-of-detail.Arg2-as-detail	além disso	isto não é tudo	Estas são questões económicas , e isso torna -as relevantes quanto a_ o risco e a_ o retorno
Explicit	Expansion.Conjunction	e	Estas são questões económicas	isso torna -as relevantes quanto a_ o risco e a_ o retorno
Implicit	Contingency.Cause.Result	por conseguinte	Estas são questões económicas	e isso torna -as relevantes quanto a_ o risco e a_ o retorno
Implicit	Expansion.Level-of-detail.Arg2-as-detail	de facto	Estas são questões económicas , e isso torna -as relevantes quanto a_ o risco e a_ o retorno	São realmente complexas e podem parecer muito distantes
Explicit	Expansion.Conjunction	e	São realmente complexas	podem parecer muito distantes
Implicit	Contingency.Cause.Result	portanto	São realmente complexas	e podem parecer muito distantes
Implicit	Contingency.Cause.Result	consequentemente	São realmente complexas e podem parecer muito distantes	A tentação pode ser fazer isto : enterrar a cabeça na areia e não pensar mais em_ isso
Implicit	Expansion.Level-of-detail.Arg2-as-detail	isto é	A tentação pode ser fazer isto	enterrar a cabeça na areia e não pensar mais em_ isso
Explicit	Expansion.Conjunction	e	enterrar a cabeça na areia	não pensar mais em_ isso
Implicit	Comparison.Contrast	no entanto	A tentação pode ser fazer isto : enterrar a cabeça na areia e não pensar mais em_ isso	Resistam , se puderem
Explicit	Contingency.Condition.Arg2-as-cond	se	Resistam	puderem
Implicit	Expansion.Conjunction	e	Resistam	Não façam isso lá em casa
Implicit	Expansion.Instantiation	por exemplo	Mas isso faz -me pensar se as atuais regras de investimento são adequadas a_ os objetivos de amanhã	Sabemos que os investidores , quando olham para uma empresa para decidir se investem , olham para os dados financeiros , medidas tais como crescimento de vendas , fluxo de caixa , quota de mercado , apreciação de_ o valor — vocês sabem , as coisas atraentes
Explicit	Temporal.Synchronous	quando	olham para os dados financeiros , medidas tais como crescimento de vendas , fluxo de caixa , quota de mercado , apreciação de_ o valor — vocês sabem , as coisas atraentes	olham para uma empresa para decidir se investem
Implicit	Expansion.Level-of-detail.Arg2-as-detail	de facto	Sabemos que os investidores , quando olham para uma empresa para decidir se investem , olham para os dados financeiros , medidas tais como crescimento de vendas , fluxo de caixa , quota de mercado , apreciação de_ o valor — vocês sabem , as coisas atraentes	Estas coisas são fundamentais , obviamente , mas não são suficientes
Explicit	Comparison.Concession.Arg2-as-denier	mas	Estas coisas são fundamentais	não são suficientes
Implicit	Contingency.Cause+Belief.Reason+Belief	pois	não são suficientes	Os investidores deviam olhar para a análise de_ o desempenho em_ aquilo a que chamamos ASG : Ambiente , Social e Governação
Implicit	Expansion.Conjunction	e	Ambiente inclui consumo de energia , disponibilidade de água , lixo e poluição	Trata de_ o uso eficaz de_ os recursos
Implicit	Expansion.Conjunction	além do mais	Ambiente inclui consumo de energia , disponibilidade de água , lixo e poluição . Trata de_ o uso eficaz de_ os recursos	O social inclui o capital humano , coisas como o envolvimento de_ os empregados e capacidade de inovação , assim como a gestão de_ a cadeia de fornecimento , direitos de_ os trabalhadores e direitos humanos
Implicit	Expansion.Conjunction	e	O social inclui o capital humano , coisas como o envolvimento de_ os empregados e capacidade de inovação , assim como a gestão de_ a cadeia de fornecimento , direitos de_ os trabalhadores e direitos humanos	Governação refere -se à supervisão de_ as empresas através de_ os conselhos e de_ os investidores
Implicit	Contingency.Cause+SpeechAct.Result+SpeechAct	por conseguinte	Ambiente inclui consumo de energia , disponibilidade de água , lixo e poluição . Trata de_ o uso eficaz de_ os recursos . O social inclui o capital humano , coisas como o envolvimento de_ os empregados e capacidade de inovação , assim como a gestão de_ a cadeia de fornecimento , direitos de_ os trabalhadores e direitos humanos . Governação refere -se à supervisão de_ as empresas através de_ os conselhos e de_ os investidores	Eu disse que isto é o que realmente interessa
Explicit	Comparison.Concession.Arg2-as-denier	Mas	isto é o que realmente interessa	o ASG é a medida de_ a sustentabilidade , e o investimento sustentável incorpora os fatores ASG com os fatores financeiros no processo de investimento
Explicit	Expansion.Conjunction	e	o ASG é a medida de_ a sustentabilidade	o investimento sustentável incorpora os fatores ASG com os fatores financeiros no processo de investimento
AltLex	Expansion.Equivalence	Isso significa	o investimento sustentável incorpora os fatores ASG com os fatores financeiros no processo de investimento	limitar o risco futuro minimizando os danos às pessoas e a_ o planeta
Implicit	Expansion.Manner.Arg2-as-manner	assim	Isso significa limitar o risco futuro	minimizando os danos às pessoas e a_ o planeta
Implicit	Expansion.Conjunction	e	Isso significa limitar o risco futuro minimizando os danos às pessoas e a_ o planeta	Isso significa providenciar capital a_ os utilizadores que o aplicam para a obtenção de resultados produtivos e sustentáveis
Explicit	Contingency.Purpose.Arg2-as-goal	para	providenciar capital a_ os utilizadores que o aplicam	a obtenção de resultados produtivos e sustentáveis
Explicit	Contingency.Condition+SpeechAct	Se	será que o setor privado está a prestar atenção	a sustentabilidade hoje tem importância financeira , — e tudo indica que amanhã ainda será mais importante
Explicit	Expansion.Conjunction	e	a sustentabilidade hoje tem importância financeira	tudo indica que amanhã ainda será mais importante
AltLex	Hypophora	será que	Pelo menos , a maioria de_ os administradores está	o setor privado está a prestar atenção
Implicit	Expansion.Level-of-detail.Arg2-as-detail	especificamente	a maioria de_ os administradores está	Eles começaram a ver a sustentabilidade não só como uma coisa importante , mas como crucial para o êxito de_ o negócio
Implicit	Expansion.Level-of-detail.Arg2-as-detail	de facto	Eles começaram a ver a sustentabilidade não só como uma coisa importante , mas como crucial para o êxito de_ o negócio	Cerca de 80 % de_ os administradores veem a sustentabilidade como a base para o crescimento na inovação e para alcançar vantagens competitivas nos seus setores industriais
Explicit	Comparison.Contrast	Mas	Cerca de 80 % de_ os administradores veem a sustentabilidade como a base para o crescimento na inovação e para alcançar vantagens competitivas nos seus setores industriais	93 % consideram o ASG como o futuro , ou igualmente importante para o futuro de_ os seus negócios
Explicit	Contingency.Cause+Belief.Result+Belief	Assim	Cerca de 80 % de_ os administradores veem a sustentabilidade como a base para o crescimento na inovação e para alcançar vantagens competitivas nos seus setores industriais . Mas 93 % consideram o ASG como o futuro , ou igualmente importante para o futuro de_ os seus negócios	a visão de_ os administradores é clara
Implicit	Expansion.Equivalence	isto é	a visão de_ os administradores é clara	Existe uma tremenda oportunidade na sustentabilidade
Explicit	Contingency.Cause+SpeechAct.Result+SpeechAct	Então	Existe uma tremenda oportunidade na sustentabilidade	como é que as empresas estão a promover o ASG para alcançarem resultados sólidos
AltLex	Expansion.Manner.Arg1-as-manner	como é que	Temos um exemplo bem perto que nos é muito querido	as empresas estão a promover o ASG para alcançarem resultados sólidos
