rel_type	rel_sense	conn_text	arg1_text	arg2_text
Implicit	Contingency.Cause.Result	por conseguinte	Em pequena , sempre imaginei que um dia fugiria	A partir de_ os meus 6 anos , passei a guardar uma mala com roupas e latas de comida escondidas na parte de trás de um roupeiro
Implicit	Contingency.Cause.Reason	pois	passei a guardar uma mala com roupas e latas de comida escondidas na parte de trás de um roupeiro	Sentia uma profunda inquietação , um medo primordial de que seria vítima de uma vida de rotina e aborrecimento
Explicit	Contingency.Cause.Result	Por isso	Sentia uma profunda inquietação , um medo primordial de que seria vítima de uma vida de rotina e aborrecimento	muitas de_ as minhas primeiras memórias envolviam sonhar acordada e de forma elaborada onde passaria fronteiras , a recolher bagas e a conhecer todo o tipo de pessoas estranhas , com vidas fora de_ o convencional , pela estrada fora
Explicit	Temporal.Synchronous	a	muitas de_ as minhas primeiras memórias envolviam sonhar acordada e de forma elaborada onde passaria fronteiras	recolher bagas e a conhecer todo o tipo de pessoas estranhas , com vidas fora de_ o convencional , pela estrada fora
Explicit	Expansion.Conjunction	e	a recolher bagas	a conhecer todo o tipo de pessoas estranhas , com vidas fora de_ o convencional , pela estrada fora
Implicit	Temporal.Asynchronous.Precedence	depois	muitas de_ as minhas primeiras memórias envolviam sonhar acordada e de forma elaborada onde passaria fronteiras , a recolher bagas e a conhecer todo o tipo de pessoas estranhas , com vidas fora de_ o convencional , pela estrada fora	Os anos passaram , mas muitas de_ as aventuras que fantasiava em criança , a viajar e a tecer o meu caminho entre mundos para além de_ o meu próprio , tornaram -se realidade através de_ o meu trabalho como fotógrafa documental
Explicit	Comparison.Concession.Arg2-as-denier	mas	Os anos passaram	muitas de_ as aventuras que fantasiava em criança , a viajar e a tecer o meu caminho entre mundos para além de_ o meu próprio , tornaram -se realidade através de_ o meu trabalho como fotógrafa documental
Explicit	Expansion.Conjunction	e	a viajar	a tecer o meu caminho entre mundos para além de_ o meu próprio
Explicit	Expansion.Manner.Arg2-as-manner	através de_	muitas de_ as aventuras que fantasiava em criança , a viajar e a tecer o meu caminho entre mundos para além de_ o meu próprio , tornaram -se realidade	o meu trabalho como fotógrafa documental
Explicit	Comparison.Concession.Arg2-as-denier	Mas	muitas de_ as aventuras que fantasiava em criança , a viajar e a tecer o meu caminho entre mundos para além de_ o meu próprio , tornaram -se realidade através de_ o meu trabalho como fotógrafa documental	nenhuma outra experiência senti como tão fiel a_ os meus sonhos de infância , de_ o que viver entre companheiros errantes por_ os Estados Unidos e documentar as suas vidas
Explicit	Expansion.Conjunction	e	viver entre companheiros errantes por_ os Estados Unidos	documentar as suas vidas
Implicit	Expansion.Level-of-detail.Arg2-as-detail	de facto	viver entre companheiros errantes por_ os Estados Unidos e documentar as suas vidas	Este é o sonho nómada , um tipo diferente de sonho americano vivido por jovens trabalhadores migratórios , viajantes , pedintes de boleia , vadios e vagabundos
Implicit	Expansion.Conjunction	e	Na maioria de_ as nossas mentes , o vagabundo é uma criatura de_ o passado	"A palavra "" vagabundo "" evoca uma velha imagem a preto e branco , de um homem velho coberto com carvão , pernas para fora de uma carruagem de mercadorias"
Explicit	Comparison.Contrast	Mas	"A palavra "" vagabundo "" evoca uma velha imagem a preto e branco , de um homem velho coberto com carvão , pernas para fora de uma carruagem de mercadorias"	estas fotos são a cor e retratam uma comunidade que percorre todo o país , ferozmente viva e criativamente livre , observando lados de_ a América que mais ninguém consegue ver
Explicit	Expansion.Conjunction	e	estas fotos são a cor	retratam uma comunidade que percorre todo o país , ferozmente viva e criativamente livre , observando lados de_ a América que mais ninguém consegue ver
AltLex	Temporal.Synchronous	observando	estas fotos são a cor e retratam uma comunidade que percorre todo o país , ferozmente viva e criativamente livre	observando lados de_ a América que mais ninguém consegue ver
Implicit	Expansion.Level-of-detail.Arg2-as-detail	assim	Tal como os seus antecessores , os nómadas de hoje viajam pelas estradas de aço e asfalto de_ os Estados Unidos	De dia , saltam para comboios de mercadorias , levantam os polegares e andam por_ os caminhos com qualquer um , desde camionistas a mães de futebol
