rel_type	rel_sense	conn_text	arg1_text	arg2_text
Explicit	Temporal.Asynchronous.Succession	Odkąd	skończyłam 6 lat	miałam spakowany plecak z ciuchami i puszki z jedzeniem schowane na dnie szafy
Implicit	Expansion.Level-of-detail	i (and)	Jako dziewczynka wyobrażałam sobie, że pewnego dnia ucieknę	Odkąd skończyłam 6 lat, miałam spakowany plecak z ciuchami i puszki z jedzeniem schowane na dnie szafy
Implicit	Expansion.Level-of-detail	i (and)	Odkąd skończyłam 6 lat, miałam spakowany plecak z ciuchami i puszki z jedzeniem schowane na dnie szafy	Był we mnie głęboki niepokój, lęk, że padnę ofiarą życia w rutynie i nudzie
Implicit	Expansion.Conjunction	i (and)	Był we mnie głęboki niepokój	lęk, że padnę ofiarą życia w rutynie i nudzie
Implicit	Expansion.Level-of-detail	na przykład	Był we mnie głęboki niepokój, lęk, że padnę ofiarą życia w rutynie i nudzie	Dużo moich wspomnień z dzieciństwa zawiera zawiłe sny na jawie, w których przemierzam granice poszukując leśnych owoców i poznaję dziwnych ludzi prowadzących niekonwencjonalny, koczowniczy styl życia
Explicit	Temporal.Synchronous	i	Dużo moich wspomnień z dzieciństwa zawiera zawiłe sny na jawie, w których przemierzam granice poszukując leśnych owoców	poznaję dziwnych ludzi prowadzących niekonwencjonalny, koczowniczy styl życia
Explicit	Comparison.Contrast	a	Lata minęły	wiele przygód, o których śniłam jako dziecko, podróżując i snując się pomiędzy światami innymi od mojego, zostało zrealizowanych dzięki mojej pracy dokumentalistki
Implicit	Comparison.Contrast	ale	Lata minęły, a wiele przygód, o których śniłam jako dziecko, podróżując i snując się pomiędzy światami innymi od mojego, zostało zrealizowanych dzięki mojej pracy dokumentalistki	Żadne inne doświadczenie nie było tak podobne do moich marzeń z dzieciństwa, jak dokumentowanie stylu życia włóczęgów w Stanach Zjednoczonych
Explicit	Comparison.Similarity	jak	Żadne inne doświadczenie nie było tak podobne do moich marzeń z dzieciństwa	dokumentowanie stylu życia włóczęgów w Stanach Zjednoczonych
Implicit	Temporal.Synchronous	mianowicie	Żadne inne doświadczenie nie było tak podobne do moich marzeń z dzieciństwa, jak dokumentowanie stylu życia włóczęgów w Stanach Zjednoczonych	To jest właśnie sen wędrowców, inna wersja amerykańskiego snu, sposób życia młodych bezdomnych, podróżników
Implicit	Expansion.Level-of-detail	a	Dla większości z nas postać wędrowca jest reliktem przeszłości	"Wyraz ""włóczęga"" przywołuje na myśl starą, biało-czarną fotografię postarzałego mężczyzny pokrytego węglem, z nogami zwisającymi z brzegu wagonu, ale te zdjęcia są w kolorze, przedstawiają społeczność rozpowszechnioną w całym kraju, nieustannie aktywną i kreatywnie wolną, obserwującą oblicza Ameryki, jakich nikt inny nie ma okazji zobaczyć"
Explicit	Comparison.Contrast	ale	"Wyraz ""włóczęga"" przywołuje na myśl starą, biało-czarną fotografię postarzałego mężczyzny pokrytego węglem, z nogami zwisającymi z brzegu wagonu"	te zdjęcia są w kolorze, przedstawiają społeczność rozpowszechnioną w całym kraju, nieustannie aktywną i kreatywnie wolną, obserwującą oblicza Ameryki, jakich nikt inny nie ma okazji zobaczyć
Explicit	Comparison.Similarity	Podobnie jak	ich przodkowie	współcześni wędrowcy podążają stalowymi i asfaltowymi ścieżkami Stanów Zjednoczonych
Explicit	Temporal.Synchronous	i	W dzień zeskakują z pociągów towarowych, wystawiają uniesione kciuki	przemierzają autostrady z kim bądź, od kierowców ciężarówek do matek z dziećmi
Implicit	Comparison.Contrast	a	W dzień zeskakują z pociągów towarowych, wystawiają uniesione kciuki i przemierzają autostrady z kim bądź, od kierowców ciężarówek do matek z dziećmi	W nocy śpią pod rozgwieżdżonym niebem, wtuleni w stada psów, z kotami i udomowionymi szczurami pomiędzy swoimi ciałami
Implicit	Comparison.Contrast	a	Dla niektórych życie koczownika to wybór, odrzucenie materializmu, tradycyjnej pracy i akademickich dyplomów w zamian za odrobinę przygody	Inni pochodzą z nizin społecznych i nigdy nie dostali szansy na wyrwanie się stamtąd
Explicit	Temporal.Synchronous	i	Inni pochodzą z nizin społecznych	nigdy nie dostali szansy na wyrwanie się stamtąd
Implicit	Temporal.Synchronous	mianowicie	Tam, gdzie inni widzą historie o ubóstwie i porażce ekonomicznej, podróżnicy widzą swoją własną egzystencję przez pryzmat wyzwolenia i wolności	Oni wybierają życie bez nadmiaru, odrzucają zwyczaje rozrzutnego, konsumpcyjnego społeczeństwa, nie dają się zniewolić mrzonce tradycyjnego amerykańskiego snu
Implicit	Contingency.Cause.Result	więc (so)	Oni wybierają życie bez nadmiaru, odrzucają zwyczaje rozrzutnego, konsumpcyjnego społeczeństwa, nie dają się zniewolić mrzonce tradycyjnego amerykańskiego snu	Wykorzystują fakt, że w Stanach Zjednoczonych 40% żywności kończy na śmietniku, przeszukując kontenery i śmietniki w poszukiwaniu dobrych jeszcze produktów
Implicit	Temporal.Synchronous	i (and)	Wykorzystują fakt, że w Stanach Zjednoczonych 40% żywności kończy na śmietniku, przeszukując kontenery i śmietniki w poszukiwaniu dobrych jeszcze produktów	Poświęcają komfort materialny, zyskując przestrzeń i czas na odkrywanie swojego kreatywnego wnętrza, na marzenie, czytanie, pisanie, tworzenie muzyki i malowanie
Explicit	Comparison.Concession.Arg2-as-denier	Jednak	Poświęcają komfort materialny, zyskując przestrzeń i czas na odkrywanie swojego kreatywnego wnętrza, na marzenie, czytanie, pisanie, tworzenie muzyki i malowanie	wiele aspektów takiego życia jest dalekich od ideału
Implicit	Comparison.Concession.Arg2-as-denier	ponieważ (because)	Jednak wiele aspektów takiego życia jest dalekich od ideału	Wyruszając w podróż, nie pozbywamy się wewnętrznych demonów
Implicit	Expansion.Level-of-detail	a	Wyruszając w podróż, nie pozbywamy się wewnętrznych demonów	Uzależnienie jest prawdziwe, przestępczość jest prawdziwa, jazda pociągiem towarowym może skończyć się ranami i śmiercią
